title,premiered,image_url,studios,type,rating,score,scored by,rank,popularity,members,favorites,genres
Mahou Senshi Louie,Spring 2001,https://cdn.myanimelist.net/images/anime/9/14045.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.19,7338,2831,3535,16863,69,Adventure;Comedy;Fantasy;Magic;Shounen;
Mahou Sensou,Winter 2014,https://cdn.myanimelist.net/images/anime/3/58103.jpg,Madhouse,TV,PG-13 - Teens 13 or older,6.09,80307,7580,653,172866,283,Action;Fantasy;Magic;
Mahou Shoujo Elena,,https://cdn.myanimelist.net/images/anime/1993/104260.jpg,Studio Fantasia,OVA,Rx - Hentai,6.54,1947,,5679,5407,42,Hentai;Supernatural;Magic;
Mahou Shoujo Ikusei Keikaku,Fall 2016,https://cdn.myanimelist.net/images/anime/2/81087.jpg,Lerche,TV,R - 17+ (violence & profanity),7.05,46136,3413,1032,112103,538,Action;Supernatural;Magic;Thriller;Fantasy;
Mahou Shoujo Lalabel,Winter 1980,https://cdn.myanimelist.net/images/anime/6/17538.jpg,Toei Animation,TV,G - All Ages,6.41,273,6192,9196,1260,0,Slice of Life;Magic;Comedy;Shoujo;
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,,https://cdn.myanimelist.net/images/anime/3/18938.jpg,Toei Animation,Movie,G - All Ages,5.79,196,8396,10768,599,0,Slice of Life;Magic;Comedy;Shoujo;
Mahou Shoujo Lyrical Nanoha StrikerS,Spring 2007,https://cdn.myanimelist.net/images/anime/3/14190.jpg,Seven Arcs,TV,PG-13 - Teens 13 or older,7.67,21558,1139,2093,44502,592,Action;Magic;Comedy;Super Power;Drama;
Mahou Shoujo Lyrical Nanoha ViVid,Spring 2015,https://cdn.myanimelist.net/images/anime/9/72718.jpg,A-1 Pictures,TV,PG-13 - Teens 13 or older,6.77,6954,4543,3285,19515,45,Action;Adventure;Magic;Martial Arts;
Mahou Shoujo Lyrical Nanoha ViVid: Special Program,,https://cdn.myanimelist.net/images/anime/8/74785.jpg,A-1 Pictures,Special,PG-13 - Teens 13 or older,6.15,604,7337,7908,2147,6,Action;Magic;Martial Arts;
Mahou Shoujo Lyrical Nanoha: Detonation,,https://cdn.myanimelist.net/images/anime/1084/93086.jpg,Seven Arcs Pictures,Movie,None,7.51,1225,1582,5710,5342,20,Action;Comedy;Drama;Magic;Super Power;
Mahou Shoujo Lyrical Nanoha: Reflection,,https://cdn.myanimelist.net/images/anime/11/88348.jpg,Seven Arcs Pictures,Movie,PG-13 - Teens 13 or older,7.47,2493,1702,4395,10110,32,Action;Drama;Magic;Sci-Fi;
Mahou Shoujo Lyrical Nanoha: The Movie 1st,,https://cdn.myanimelist.net/images/anime/1058/94433.jpg,Seven Arcs,Movie,R+ - Mild Nudity,7.93,12901,634,2826,26027,194,Action;Magic;Comedy;Sci-Fi;Drama;
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,,https://cdn.myanimelist.net/images/anime/1511/94432.jpg,Seven Arcs,Movie,R+ - Mild Nudity,8.21,8495,313,3340,18944,186,Action;Magic;Comedy;Sci-Fi;Drama;
Mahou Shoujo Madoka★Magica,Winter 2011,https://cdn.myanimelist.net/images/anime/11/55225.jpg,Shaft,TV,PG-13 - Teens 13 or older,8.41,472988,150,59,804050,40813,Psychological;Drama;Magic;Thriller;
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,,https://cdn.myanimelist.net/images/anime/6/42331.jpg,Shaft,Movie,PG-13 - Teens 13 or older,8.23,72290,299,819,140233,459,Psychological;Drama;Magic;Thriller;
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,,https://cdn.myanimelist.net/images/anime/6/42265.jpg,Shaft,Movie,PG-13 - Teens 13 or older,8.4,71111,156,814,141171,490,Drama;Magic;Psychological;Thriller;
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,,https://cdn.myanimelist.net/images/anime/5/54231.jpg,Shaft,Movie,PG-13 - Teens 13 or older,8.44,142887,137,433,243170,6281,Mystery;Psychological;Drama;Magic;Thriller;
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,,https://cdn.myanimelist.net/images/anime/5/61633.jpg,Shaft,Movie,G - All Ages,6.25,3654,6941,4199,11203,32,Comedy;
Mahou Shoujo Madoka★Magica: Concept Movie,,https://cdn.myanimelist.net/images/anime/12/77732.jpg,Shaft,Movie,PG-13 - Teens 13 or older,7.14,6687,3044,3489,17367,57,Drama;Magic;Psychological;Thriller;
Mahou Shoujo Nante Mou Ii Desukara.,Winter 2016,https://cdn.myanimelist.net/images/anime/9/77841.jpg,Pine Jam,TV,PG-13 - Teens 13 or older,5.96,9326,7946,3228,20339,16,Comedy;Magic;
Mahou Shoujo Nante Mou Ii Desukara. Second Season,Fall 2016,https://cdn.myanimelist.net/images/anime/5/82253.jpg,Pine Jam,TV,PG-13 - Teens 13 or older,6.09,5035,7582,4414,10032,4,Comedy;Magic;
Mahou Shoujo Ore,Spring 2018,https://cdn.myanimelist.net/images/anime/1439/91893.jpg,Pierrot Plus,TV,PG-13 - Teens 13 or older,6.66,16069,5055,1726,59493,102,Comedy;Fantasy;Magic;
Mahou Shoujo Pretty Sammy,,https://cdn.myanimelist.net/images/anime/13/58561.jpg,AIC,OVA,PG-13 - Teens 13 or older,6.41,2290,6233,5565,5657,12,Comedy;Parody;Magic;Fantasy;
Mahou Shoujo Pretty Sammy (1996),Fall 1996,https://cdn.myanimelist.net/images/anime/11/19979.jpg,AIC,TV,PG - Children,6.76,1431,4583,5763,5204,19,Comedy;Parody;Magic;Fantasy;Seinen;
Mahou Shoujo Site,Spring 2018,https://cdn.myanimelist.net/images/anime/1456/90843.jpg,production doA,TV,R - 17+ (violence & profanity),6.5,41265,5809,1031,112223,535,Drama;Horror;Psychological;Supernatural;
Mahou Shoujo Site Recaps,,https://cdn.myanimelist.net/images/anime/1255/93332.jpg,Avex Pictures,Special,R - 17+ (violence & profanity),6.24,588,6997,7258,2822,5,Horror;Psychological;Supernatural;Drama;
Mahou Shoujo Taisen,Spring 2014,https://cdn.myanimelist.net/images/anime/10/62221.jpg,Gainax,TV,PG-13 - Teens 13 or older,5.79,4607,8397,3723,15046,4,Magic;
Mahou Shoujo Tokushusen Asuka,Winter 2019,https://cdn.myanimelist.net/images/anime/1514/100469.jpg,LIDENFILMS,TV,R - 17+ (violence & profanity),6.4,15190,6285,1914,51213,101,Action;Drama;Magic;Military;Seinen;
Mahou Shoujo? Naria☆Girls,Summer 2016,https://cdn.myanimelist.net/images/anime/9/80373.jpg,Bouncy,TV,PG-13 - Teens 13 or older,3.91,1396,10077,5561,5689,12,Magic;
Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,,https://cdn.myanimelist.net/images/anime/8/81105.jpg,Bouncy,ONA,PG-13 - Teens 13 or older,,,12411,11360,462,0,Comedy;Magic;
Mahou Shoujo-tai Arusu,Spring 2004,https://cdn.myanimelist.net/images/anime/10/57287.jpg,Studio 4°C,TV,PG-13 - Teens 13 or older,7.13,4899,3088,3028,23143,77,Adventure;Comedy;Fantasy;Magic;
Mahou Shoujo-tai Arusu the Adventure,,https://cdn.myanimelist.net/images/anime/10/57289.jpg,Studio 4°C,OVA,PG-13 - Teens 13 or older,6.81,1185,4343,6268,4201,3,Adventure;Comedy;Fantasy;Magic;
Mahou Yuugi 2D,,https://cdn.myanimelist.net/images/anime/9/80722.jpg,AIC,ONA,PG-13 - Teens 13 or older,6.42,924,6193,7279,2784,5,Adventure;Comedy;Magic;Fantasy;
Mahou Yuugi 3D,,https://cdn.myanimelist.net/images/anime/1/2513.jpg,AIC,OVA,PG-13 - Teens 13 or older,5.75,666,8502,8746,1522,0,Comedy;Magic;
Mahoujin Guru Guru Movie,,https://cdn.myanimelist.net/images/anime/7/49583.jpg,Nippon Animation,Movie,G - All Ages,6.87,531,4112,8744,1522,4,Adventure;Comedy;Fantasy;Magic;Shounen;
Mahoujin Guruguru,Fall 1994,https://cdn.myanimelist.net/images/anime/2/75814.jpg,Nippon Animation,TV,G - All Ages,7.64,2324,1210,4841,7937,62,Adventure;Comedy;Magic;Fantasy;Shounen;
Mahoujin Guruguru (2017),Summer 2017,https://cdn.myanimelist.net/images/anime/1880/103168.jpg,Production I.G,TV,PG-13 - Teens 13 or older,7.89,7072,680,2897,25162,214,Adventure;Fantasy;Magic;Comedy;Shounen;
Mahouka Koukou no Rettousei,Spring 2014,https://cdn.myanimelist.net/images/anime/11/61039.jpg,Madhouse,TV,PG-13 - Teens 13 or older,7.65,311613,1182,104,582814,8712,Action;Sci-Fi;Supernatural;Magic;Romance;School;
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,,https://cdn.myanimelist.net/images/anime/8/85524.jpg,8bit,Movie,R - 17+ (violence & profanity),7.55,39767,1470,1150,98588,350,Action;Sci-Fi;Supernatural;Magic;
Mahoutsukai Chappy,Spring 1972,https://cdn.myanimelist.net/images/anime/8/17490.jpg,Toei Animation,TV,G - All Ages,6.14,107,7390,11313,475,0,Adventure;Kids;Magic;
Mahoutsukai Haley no Speed Story,,https://cdn.myanimelist.net/images/anime/6/22661.jpg,Nippon Animation,Movie,G - All Ages,,,12411,11579,419,1,Kids;Magic;Fantasy;
Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,,https://cdn.myanimelist.net/images/anime/1755/95859.jpg,J.C.Staff,TV,None,,,,8199,1920,2,Drama;Fantasy;Magic;School;Slice of Life;
Mahoutsukai ni Taisetsu na Koto,Winter 2003,https://cdn.myanimelist.net/images/anime/13/2597.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,6.78,5759,4482,3211,20494,35,Slice of Life;Drama;Magic;Shounen;
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Summer 2008,https://cdn.myanimelist.net/images/anime/10/50399.jpg,Hal Film Maker,TV,G - All Ages,7.31,5504,2284,3232,20292,61,Slice of Life;Drama;Magic;Romance;Shounen;
Mahoutsukai no Yome,Fall 2017,https://cdn.myanimelist.net/images/anime/3/88476.jpg,Wit Studio,TV,PG-13 - Teens 13 or older,8.15,182011,372,150,491816,6805,Slice of Life;Magic;Fantasy;Shounen;
Mahoutsukai no Yome Recap,,https://cdn.myanimelist.net/images/anime/9/89797.jpg,Wit Studio,Special,PG-13 - Teens 13 or older,7.28,2539,2475,4508,9472,25,Slice of Life;Magic;Fantasy;Shounen;
Mahoutsukai no Yome: Hoshi Matsu Hito,,https://cdn.myanimelist.net/images/anime/4/80587.jpg,Wit Studio,OVA,PG-13 - Teens 13 or older,8.19,82501,326,583,190525,626,Slice of Life;Magic;Fantasy;Shounen;
Mahoutsukai Precure!,Winter 2016,https://cdn.myanimelist.net/images/anime/2/78333.jpg,Toei Animation,TV,G - All Ages,7.09,2083,3255,4831,8018,55,Action;Slice of Life;Magic;Fantasy;School;Shoujo;
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,,https://cdn.myanimelist.net/images/anime/4/84453.jpg,Toei Animation,Movie,G - All Ages,7.29,698,2427,8088,2002,3,Action;Slice of Life;Magic;Fantasy;School;Shoujo;
Mahoutsukai Sally,Winter 1967,https://cdn.myanimelist.net/images/anime/8/67001.jpg,Toei Animation,TV,G - All Ages,6.41,585,6234,7532,2508,5,Magic;Fantasy;School;Shoujo;
Mahoutsukai Sally (Movie),,https://cdn.myanimelist.net/images/anime/7/47225.jpg,Toei Animation,Movie,G - All Ages,5.96,175,7945,11306,474,1,Comedy;Magic;Shoujo;
Mahoutsukai Sally 2,Fall 1989,https://cdn.myanimelist.net/images/anime/6/6929.jpg,Toei Animation,TV,G - All Ages,6.47,360,5967,9570,1045,1,Comedy;Magic;Shoujo;
Mahoutsukai Tai!,,https://cdn.myanimelist.net/images/anime/10/22077.jpg,Production Reed,OVA,PG-13 - Teens 13 or older,7.13,2786,3089,5276,6458,21,Sci-Fi;Comedy;Magic;Romance;Fantasy;
Mahoutsukai Tai! (TV),Summer 1999,https://cdn.myanimelist.net/images/anime/11/44063.jpg,Madhouse,TV,PG-13 - Teens 13 or older,6.82,2614,4301,4841,7953,25,Sci-Fi;Comedy;Magic;Romance;School;
MahoYome,,https://cdn.myanimelist.net/images/anime/10/88137.jpg,W-Toon Studio,ONA,G - All Ages,6.66,2115,5056,5103,6990,10,Parody;
MahoYome: Aisatsu,,https://cdn.myanimelist.net/images/anime/7/88136.jpg,W-Toon Studio,ONA,G - All Ages,6.04,2457,7736,5214,6656,4,Parody;
Mai Mai Shinko to Sennen no Mahou,,https://cdn.myanimelist.net/images/anime/7/82870.jpg,Madhouse,Movie,PG - Children,7.27,3901,2509,4326,10494,20,Adventure;Drama;
Mai no Mahou to Katei no Hi,,https://cdn.myanimelist.net/images/anime/11/27495.jpg,P.A. Works,Special,PG - Children,5.98,566,7891,8870,1443,2,Drama;Magic;
Maicching Machiko-sensei,Fall 1981,https://cdn.myanimelist.net/images/anime/7/60423.jpg,Studio Pierrot,TV,R+ - Mild Nudity,6.36,173,6461,7895,2172,4,Comedy;Ecchi;School;
Maid Ane,,https://cdn.myanimelist.net/images/anime/1848/104263.jpg,Y.O.U.C,OVA,Rx - Hentai,6.17,966,,7432,2611,3,Hentai;
Maido! Urayasu Tekkin Kazoku,Summer 2014,https://cdn.myanimelist.net/images/anime/3/65115.jpg,Studio Deen,TV,PG-13 - Teens 13 or older,6.24,145,6999,10543,666,2,Comedy;Shounen;
Maihime,,https://cdn.myanimelist.net/images/anime/5/13677.jpg,Toei Animation,OVA,PG-13 - Teens 13 or older,6.82,403,4302,8723,1541,4,Historical;Drama;Romance;
Mai-HiME Specials,,https://cdn.myanimelist.net/images/anime/11/3569.jpg,Sunrise,Special,PG-13 - Teens 13 or older,6.95,5054,3821,4320,10521,25,Comedy;
Mai-HiME: Kuro no Mai/Saigo no Bansan,,https://cdn.myanimelist.net/images/anime/11/19697.jpg,Sunrise,Special,PG-13 - Teens 13 or older,6.74,2113,4672,5813,5095,6,Comedy;
Mainichi ga Nichiyoubi,,https://cdn.myanimelist.net/images/anime/3/62363.jpg,Production I.G,OVA,R+ - Mild Nudity,6.25,381,6941,9306,1189,1,Comedy;Police;Romance;
Mai-Otome 0: S.ifr,,https://cdn.myanimelist.net/images/anime/4/12403.jpg,Sunrise,OVA,R+ - Mild Nudity,7.41,6504,1911,3984,12746,30,Sci-Fi;
Mai-Otome Special: Otome no Inori,,https://cdn.myanimelist.net/images/anime/6/23015.jpg,Sunrise,Special,PG-13 - Teens 13 or older,6.4,966,6284,7420,2619,3,School;Slice of Life;
Mai-Otome Specials,,https://cdn.myanimelist.net/images/anime/3/27410.jpg,Sunrise,Special,PG-13 - Teens 13 or older,7.01,2461,3576,5697,5371,4,Fantasy;Magic;Comedy;Drama;
Mai-Otome Zwei,,https://cdn.myanimelist.net/images/anime/8/7222.jpg,Sunrise,OVA,R+ - Mild Nudity,7.29,9361,2428,3528,16938,27,Action;Magic;
Mai-Otome Zwei Special,,https://cdn.myanimelist.net/images/anime/9/13750.jpg,Sunrise,Special,G - All Ages,6.73,1172,4723,7081,3048,5,Magic;
Mairimashita! Iruma-kun,Fall 2019,https://cdn.myanimelist.net/images/anime/1009/103187.jpg,Bandai Namco Pictures,TV,PG-13 - Teens 13 or older,7.8,17796,859,1221,91865,497,Comedy;Demons;Supernatural;Fantasy;School;Shounen;
Maison Ikkoku,Spring 1986,https://cdn.myanimelist.net/images/anime/6/17576.jpg,Studio Deen,TV,R+ - Mild Nudity,8.2,10605,317,2172,41840,1109,Slice of Life;Comedy;Drama;Romance;Seinen;
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,,https://cdn.myanimelist.net/images/anime/3/4678.jpg,Asread,OVA,PG-13 - Teens 13 or older,7.01,1485,3577,6690,3569,17,Comedy;Drama;Romance;Seinen;
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,,https://cdn.myanimelist.net/images/anime/8/69245.jpg,Studio Deen,Special,PG-13 - Teens 13 or older,6.86,887,4150,7408,2642,2,Comedy;Drama;Romance;Seinen;
Maji,,https://cdn.myanimelist.net/images/anime/12/54431.jpg,Nippon Animation,OVA,R - 17+ (violence & profanity),,,12412,12795,259,1,Drama;Shounen;
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,Summer 2012,https://cdn.myanimelist.net/images/anime/4/39693.jpg,AIC Frontier,TV,PG-13 - Teens 13 or older,5.29,1250,9434,6118,4456,4,Comedy;Magic;
Maji de Watashi ni Koi Shinasai!,Fall 2011,https://cdn.myanimelist.net/images/anime/4/32541.jpg,Lerche,TV,PG-13 - Teens 13 or older,6.87,85990,4113,565,197089,499,Harem;Comedy;Super Power;Romance;Ecchi;Martial Arts;School;
Majime ni Fumajime Kaiketsu Zorori,Winter 2005,https://cdn.myanimelist.net/images/anime/10/31033.jpg,Ajia-Do,TV,PG - Children,6.74,217,4674,10286,741,5,Adventure;Kids;
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,,https://cdn.myanimelist.net/images/anime/5/29990.jpg,Sunrise,Movie,G - All Ages,6.47,141,5968,11424,449,2,Adventure;Comedy;
Majimoji Rurumo,Summer 2014,https://cdn.myanimelist.net/images/anime/8/64443.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,6.89,24633,4039,1766,57638,67,Comedy;Magic;Ecchi;Fantasy;School;Shounen;
Majimoji Rurumo: Kanketsu-hen,,https://cdn.myanimelist.net/images/anime/1783/95193.jpg,J.C.Staff,OVA,PG-13 - Teens 13 or older,7.46,2151,1733,5660,5449,12,Magic;Romance;Ecchi;Fantasy;Shounen;
Majin Bone,Spring 2014,https://cdn.myanimelist.net/images/anime/1490/90396.jpg,Toei Animation,TV,PG-13 - Teens 13 or older,6.7,2023,4867,4761,8310,29,Game;
Majin Tantei Nougami Neuro,Fall 2007,https://cdn.myanimelist.net/images/anime/12/20930.jpg,Madhouse,TV,R - 17+ (violence & profanity),7.66,22206,1159,1815,55467,572,Mystery;Comedy;Demons;Supernatural;Shounen;
Majo demo Steady,,https://cdn.myanimelist.net/images/anime/7/24678.jpg,Tokyo Media Connections,OVA,R+ - Mild Nudity,5.35,191,9365,10689,624,0,Comedy;Magic;Romance;Ecchi;
Majo Minarai wo Sagashite,,https://cdn.myanimelist.net/images/anime/1809/99974.jpg,Toei Animation,Movie,G - All Ages,,,,8846,1464,1,Comedy;Magic;Shoujo;
Majo no Takkyuubin,,https://cdn.myanimelist.net/images/anime/10/75916.jpg,Studio Ghibli,Movie,G - All Ages,8.27,181246,259,356,284884,2780,Adventure;Comedy;Drama;Magic;Romance;Fantasy;
Majokko Club Yoningumi: A Kuukan kara no Alien X,,https://cdn.myanimelist.net/images/anime/1252/104688.jpg,Studio Pierrot,OVA,PG-13 - Teens 13 or older,5.82,232,8335,10180,776,1,Action;Parody;Magic;Comedy;Sci-Fi;
Majokko Megu-chan,Spring 1974,https://cdn.myanimelist.net/images/anime/4/53681.jpg,Toei Animation,TV,PG-13 - Teens 13 or older,6.73,439,4724,8155,1941,4,Magic;Shoujo;
Majokko Shimai no Yoyo to Nene,,https://cdn.myanimelist.net/images/anime/1598/94444.jpg,ufotable,Movie,G - All Ages,7.49,4754,1643,3922,13222,22,Fantasy;Magic;
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,,https://cdn.myanimelist.net/images/anime/11/64181.jpg,ufotable,Special,G - All Ages,6.08,538,7616,9117,1299,0,Music;
Majokko Tickle,Spring 1978,https://cdn.myanimelist.net/images/anime/3/6935.jpg,Toei Animation,TV,G - All Ages,6.27,179,6856,10028,840,3,Magic;Comedy;Shoujo;
Majokko Tsukune-chan,,https://cdn.myanimelist.net/images/anime/2/2904.jpg,Xebec,OVA,R - 17+ (violence & profanity),6.69,907,4906,7854,2204,5,Comedy;Magic;Seinen;
Major 2nd (TV),Spring 2018,https://cdn.myanimelist.net/images/anime/1066/90145.jpg,OLM,TV,PG-13 - Teens 13 or older,7.57,6930,1404,3475,17533,58,Comedy;Sports;Drama;Shounen;
Major Movie: Yuujou no Winning Shot,,https://cdn.myanimelist.net/images/anime/10/75221.jpg,Xebec,Movie,PG-13 - Teens 13 or older,8.06,8513,471,3729,15003,21,Action;Sports;Shounen;
Major S1,Fall 2004,https://cdn.myanimelist.net/images/anime/13/73973.jpg,Studio Hibari,TV,PG-13 - Teens 13 or older,8.32,35319,211,1580,67848,1102,Comedy;Sports;Drama;Shounen;
Major S2,Winter 2006,https://cdn.myanimelist.net/images/anime/6/73972.jpg,Studio Hibari,TV,PG-13 - Teens 13 or older,8.3,32025,229,1956,49804,276,Comedy;Drama;Shounen;Sports;
Major S3,Winter 2007,https://cdn.myanimelist.net/images/anime/9/73971.jpg,Studio Hibari,TV,PG-13 - Teens 13 or older,8.31,30634,216,2004,48007,316,Drama;Shounen;Sports;
Major S4,Winter 2008,https://cdn.myanimelist.net/images/anime/9/75217.jpg,SynergySP,TV,PG-13 - Teens 13 or older,8.28,28669,248,2070,45446,184,Comedy;Drama;Shounen;Sports;
Major S5,Winter 2009,https://cdn.myanimelist.net/images/anime/9/75218.jpg,SynergySP,TV,PG-13 - Teens 13 or older,8.5,28612,99,1993,48441,523,Comedy;Drama;Romance;Shounen;Sports;
Major S6,Spring 2010,https://cdn.myanimelist.net/images/anime/2/75216.jpg,SynergySP,TV,PG-13 - Teens 13 or older,8.42,25000,143,2154,42333,370,Comedy;Drama;Shounen;Sports;
Major: Message,,https://cdn.myanimelist.net/images/anime/11/75219.jpg,SynergySP,OVA,PG-13 - Teens 13 or older,8.26,12612,270,3134,21438,55,Comedy;Drama;Shounen;Sports;
Major: World Series,,https://cdn.myanimelist.net/images/anime/5/75220.jpg,SynergySP,OVA,PG-13 - Teens 13 or older,8.4,14191,157,2920,24855,84,Comedy;Drama;Shounen;Sports;
Majutsushi Orphen,Fall 1998,https://cdn.myanimelist.net/images/anime/13/61839.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.22,10641,2707,2607,30365,160,Action;Adventure;Comedy;Demons;Fantasy;Magic;
Majutsushi Orphen Hagure Tabi,Winter 2020,https://cdn.myanimelist.net/images/anime/1339/105253.jpg,Studio Deen,TV,PG-13 - Teens 13 or older,5.81,4367,8351,2559,31464,41,Action;Adventure;Drama;Magic;Martial Arts;Fantasy;
Majutsushi Orphen: Revenge,Fall 1999,https://cdn.myanimelist.net/images/anime/8/61841.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,6.86,5159,4156,3979,12800,25,Adventure;Comedy;Fantasy;Magic;Shounen;
Majuu Jouka Shoujo Utea,,https://cdn.myanimelist.net/images/anime/1835/104264.jpg,T-Rex,OVA,Rx - Hentai,6.75,1793,,5984,4707,40,Hentai;
Majuu Senshi Luna Varga,,https://cdn.myanimelist.net/images/anime/9/29832.jpg,AIC,OVA,R+ - Mild Nudity,5.92,355,8051,9250,1224,1,Adventure;Comedy;Ecchi;Fantasy;Magic;
Makai Ouji: Devils and Realist,Summer 2013,https://cdn.myanimelist.net/images/anime/12/49573.jpg,Doga Kobo,TV,PG-13 - Teens 13 or older,7.11,32148,3174,1312,86294,397,Mystery;Comedy;Historical;Demons;Supernatural;Fantasy;School;Josei;
Makai Senki Disgaea,Spring 2006,https://cdn.myanimelist.net/images/anime/5/11816.jpg,OLM,TV,PG-13 - Teens 13 or older,6.79,16976,4425,2325,37122,166,Action;Comedy;Demons;Fantasy;Magic;
Makai Tenshou,,https://cdn.myanimelist.net/images/anime/1285/94142.jpg,Phoenix Entertainment,OVA,R - 17+ (violence & profanity),5.23,2790,9520,5639,5484,7,Action;Supernatural;Samurai;Historical;
Makai Toshi Shinjuku,,https://cdn.myanimelist.net/images/anime/10/25337.jpg,Madhouse,OVA,R - 17+ (violence & profanity),6.2,5576,7153,4075,12082,31,Adventure;Horror;Romance;Shounen;Supernatural;
Maken Liner 0011 Henshin Seyo!,,https://cdn.myanimelist.net/images/anime/9/31287.jpg,Toei Animation,Movie,PG - Children,5.71,174,8602,11267,484,1,Action;Mecha;Sci-Fi;
Maken-Ki!,Fall 2011,https://cdn.myanimelist.net/images/anime/2/75234.jpg,AIC,TV,R+ - Mild Nudity,6.51,85399,5762,617,180889,313,Action;Ecchi;Harem;Martial Arts;School;Super Power;
Maken-Ki! OVA,,https://cdn.myanimelist.net/images/anime/7/36929.jpg,Xebec,OVA,R+ - Mild Nudity,6.71,19445,4820,2238,40045,33,Action;Ecchi;Harem;Martial Arts;School;Super Power;
Maken-Ki! Two,Winter 2014,https://cdn.myanimelist.net/images/anime/10/58191.jpg,Xebec,TV,R+ - Mild Nudity,6.27,42967,6858,1199,93841,104,Action;Harem;Super Power;Ecchi;Martial Arts;School;
Maken-Ki! Two Specials,,https://cdn.myanimelist.net/images/anime/7/62209.jpg,Xebec,Special,R+ - Mild Nudity,6.25,6321,6944,3706,15193,9,Ecchi;
